"identifier-label","accent 4","accent 5","accent href 5","accent 6","accent 7","accent 8","component--field-formatter 3","component--field-formatter 4","component--field-formatter 5","accent 10","accent 11","accent 12","accent 13","component--field-formatter 7","component--field-formatter 8","component--field-formatter 9","accent 14","component--field-formatter 10","accent 15","accent 16","accent href 16","accent 17","accent href 17","component--field-formatter 11","component--field-formatter 12","component--field-formatter 13","component--field-formatter 14","component--field-formatter 15","component--field-formatter 16","component--field-formatter 17","component--field-formatter 18","component--field-formatter href 7","component--field-formatter 19","component--field-formatter href 8","component--field-formatter 20","component--field-formatter href 9","ng-star-inserted 2","component--field-formatter 21","component--field-formatter 22","component--field-formatter href 10","component--field-formatter 23","component--field-formatter 24","component--field-formatter 25","component--field-formatter 26","component--field-formatter 27","component--field-formatter 28","component--field-formatter href 11","accent 18","accent href 18","component--field-formatter 29","component--field-formatter href 12","accent 19","accent href 19","component--field-formatter href 13","component--field-formatter 30","accent 20","accent href 20","accent 21","accent href 21","component--field-formatter 31","ng-star-inserted 3","ng-star-inserted 4"
"PactFi","","","","","New York","New York","Series A","Mar 10, 2026",",,,","B2B","Financial Services","FinTech","Software","2,448","1,996","$1M to $10M","Women Founded",",,","Greater New York Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","Northeastern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/northeastern-united-states","—","Active","2021","—","—","For Profit","www.pactfi.com","","","","","View on LinkedIn","https://www.linkedin.com/company/pactfi","info@pactfi.com","—","13","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/pactfi","—","Private asset markets (PE, Private Credit, VC, Real Estate) have 10x to 9.8T in AUM over the past decade, and are projected to grow to $17T in the next five years. However, digital infrastructure has not kept pace, with the majority of the market operating predominantly in error-prone, internal-only software solutions.

PactFi's web-based application brings together all parties involved in a private asset transaction to more efficiently allocate capital, complete KYC, share documents, manage funds flow, and more. The platform is secured to a bank-grade standard and we have received our SOC 2 Type II attestation.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/pactfi","Alexa Halcomb","https://www.crunchbase.com/person/alexa-halcomb-0ac9","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/pactfi","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",","Emma Zhang","https://www.crunchbase.com/person/emma-zhang-2daa","","","","—","—"
"Actively","Sales and Marketing","Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering","Software","New York","New York","Series B","Apr 20, 2026",",,,,,","Artificial Intelligence (AI)","Generative AI","Machine Learning","Marketing Automation","2,449","1,997","Less than $1M","",",,","Greater New York Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","Northeastern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/northeastern-united-states","—","Active","Oct 1, 2016","—","—","For Profit","actively.ai","","","","","View on LinkedIn","https://www.linkedin.com/company/9235876","hello@actively.ai","—","9","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/actively","—","—","—","—","—","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/actively","Cristina Nocito","https://www.crunchbase.com/person/cristina-nocito","3","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/actively","Sales Automation","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/sales-automation","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000",",,","Jason Schofield","https://www.crunchbase.com/person/jason-schofield","Mark Progano","https://www.crunchbase.com/person/mark-james-progano","—","—","—"
"Nomadic","Media and Entertainment","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","Video","San Francisco","California","Seed","Mar 31, 2026",",,,,","Analytics","Generative AI","Information Technology","Software","2,452","1,999","—","",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","—","Active","Jun 2024","—","—","For Profit","nomadicai.co/","View on Twitter","https://x.com/nomadicml","","","View on LinkedIn","https://www.linkedin.com/company/nomadicml/","info@nomadicai.co","—","4","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/nomadicml","—","—","—","—","—","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/nomadicml","Mustafa Bal","https://www.crunchbase.com/person/mustafa-bal-2191","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/nomadicml","Video","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/video","",",","Varun Krishnan","https://www.crunchbase.com/person/varun-krishnan-a733","","","—","—",""
"Opsera","Science and Engineering","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","Palo Alto","California","Series B","Apr 2, 2025",",,,","Artificial Intelligence (AI)","DevOps","Information Technology","Software","2,456","2,001","$10M to $50M","",",,","San Francisco Bay Area","Silicon Valley","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/silicon-valley-california","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","94306","Active","Jan 1, 2020","—","—","For Profit","opsera.ai/","View on Twitter","https://x.com/opseraio","View on Facebook","https://www.facebook.com/opseraio","View on LinkedIn","https://www.linkedin.com/company/opsera","marketing@opsera.io","—","88","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/opsera","—","Opsera provides an AI-powered DevOps platform that automates and streamlines the software delivery process. The company offers tools for CI/CD pipeline automation, DevSecOps, release orchestration, and toolchain management, aiming to enhance productivity, accelerate innovation, and improve security for software teams. Its AI-driven approach introduces autonomous AI agents that dynamically analyze, adapt, and optimize software delivery in real-time.","—","—","—","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/opsera","Chandra Ranganathan","https://www.crunchbase.com/person/chandra-ranganathan","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/opsera","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000",",","Kumar Chivukula","https://www.crunchbase.com/person/kumar-chivukula","","","—","",""
"Arintra","Science and Engineering","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","Austin","Texas","Series A","Aug 14, 2025",",,,,","Artificial Intelligence (AI)","Electronic Health Record (EHR)","Health Care","PaaS","2,463","2,007","$1M to $10M","","","Southern US","","","","","78731","Active","Oct 12, 2019","—","—","For Profit","arintra.com","View on Twitter","https://x.com/arintrahealth","View on Facebook","https://www.facebook.com/ArintraHealth","View on LinkedIn","https://www.linkedin.com/company/arintra","info@arintra.com","+1 404-790-5574","34","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/arintra","—","Arintra provides an AI-powered autonomous medical coding platform to streamline hospital and clinic revenue cycle management. The platform processes clinical documentation to generate accurate diagnostic and procedural codes (e.g., ICD‑10, CPT) within electronic health records like Epic or Cerner, requiring zero manual input. It offers explainable audit trails and analytics dashboards that track coding accuracy, denial trends, and workflow efficiency. Clients report measurable improvements such as a 5% increase in revenue and over 50% reduction in aged accounts receivable days following implementation.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/arintra","Nitesh Shroff","https://www.crunchbase.com/person/nitesh-shroff-198d","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/arintra","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",","Preeti Bhargava","https://www.crunchbase.com/person/preeti-bhargava-3994","","","—","",""
"Isaac Health","","","","","New York","New York","Series A","Aug 14, 2025",",,,","Health Care","Medical","Outpatient Care","Personal Health","2,466","2,010","$10M to $50M","Hispanic / Latine Founded",",,","Greater New York Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","Northeastern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/northeastern-united-states","—","Active","Nov 2021","—","—","For Profit","isaac.health","","","","","View on LinkedIn","https://www.linkedin.com/company/isaachealth","info@myisaachealth.com","888-818-2059","54","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/2ghealth-memoryclinic-net","—","Isaac Health is a platform for population-level brain health and dementia care. It operates as an in-home memory clinic, offering diagnostics, treatment planning, and ongoing cognitive support for conditions like Alzheimer's, mild cognitive impairment, memory disorders, and related neurological concerns. The company utilizes the CMS GUIDE Model to deliver comprehensive care that encompasses medication management, cognitive rehabilitation, therapy—including cognitive behavioral therapy—and ongoing support through care navigators and a 24/7 hotline. The company partners with health plans and systems to screen, diagnose, treat, and manage brain health conditions, such as dementia, delivering results like reduced emergency visits, improved patient engagement, and cost savings for long-term care.","—","—","—","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/2ghealth-memoryclinic-net","Joel Salinas","https://www.crunchbase.com/person/joel-salinas-de71","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/2ghealth-memoryclinic-net","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000",",","Julius Bruch","https://www.crunchbase.com/person/julius-bruch-52eb","","","","—","—"
"Databento","Information Technology","Internet Services","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services","Software","Salt Lake City","Utah","Series A","Oct 1, 2024",",,,,,,","Cloud Data Services","Financial Services","FinTech","Information Services","2,476","2,019","Less than $1M","East Asian Founded","","Western US","","","","","84101","Active","2019","—","—","For Profit","www.databento.com/","View on Twitter","https://x.com/databentohq","","","View on LinkedIn","https://www.linkedin.com/company/databento/","sales@databento.com","—","46","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/databento","—","Databento makes it simpler and faster to access financial market data. Founded by traders and engineers from world-class quantitative hedge funds, Databento's self-service model allows users to instantly pick up live exchange feeds and terabytes of historical data. Users have the flexibility to only pay for what they use, or opt for flat-rate pricing. Databento's servers are hosted in the colocation facilities of various trading venues for low-latency and high-fidelity data capture, directly from the source.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/databento","Christina Qi","https://www.crunchbase.com/person/christina-qi-1a56","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/databento","Information Technology","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/information-technology-dbca","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000",",","Luca Lin","https://www.crunchbase.com/person/luca-lin-804b","","",",,,,,","—",""
"humans&","Science and Engineering","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","Redwood City","California","Seed","Jan 20, 2026",",,,,,","Artificial Intelligence (AI)","Foundational AI","Generative AI","Information Technology","2,481","2,024","—","",",,","San Francisco Bay Area","Silicon Valley","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/silicon-valley-california","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","94063","Active","2025","—","—","For Profit","humansand.ai","View on Twitter","https://x.com/humansand","","","View on LinkedIn","https://www.linkedin.com/company/humansand","info@humansand.ai","—","34","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/humans-36f3","Unicorn","humans& designs and trains AI systems that emphasize human understanding, long-term reasoning, memory, and multi-agent collaboration to support how people and organizations work together. humans& integrates scientific research with applied product development, combining advances in reinforcement learning, behavioral modeling, and alignment with practical user interfaces. The organization develops AI technologies intended to strengthen coordination, decision-making, and communication across teams and communities.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/humans-36f3","Andi Peng","https://www.crunchbase.com/person/andi-peng","4","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/humans-36f3","Machine Learning","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/machine-learning","",",,,","Eric Zelikman","https://www.crunchbase.com/person/eric-zelikman","Georges Harik","https://www.crunchbase.com/person/georges-harik","—","—",""
"Meadow","Software","","","","New York","New York","Series A","Apr 16, 2025",",,,","Billing","FinTech","Higher Education","Payments","2,488","2,030","$1M to $10M","",",,","Greater New York Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","Northeastern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/northeastern-united-states","10014","Active","2021","—","—","For Profit","www.meadowfi.com","","","View on Facebook","https://www.facebook.com/meadowfi","View on LinkedIn","https://www.linkedin.com/company/meadowfi","hello@meadowfi.com","—","27","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/meadow-e101","—","Founded in 2021 by recent graduates from Columbia University as well as second-time founders who have worked at AmEx, Klarna, Outschool and Amazon, Meadow provides student-friendly tools that use advanced personalization and modern consumer design to improve the financial experience for everyone–from institutions to the students they serve. MeadowPrice is the only net price calculator that is designed to be both accurate and student-friendly. Meadow Pay is the only solution that integrates student-friendly design with advanced personalization for a superior student billing experience.   Meadow Pre takes a compassionate approach to pre-collection helping institutions recover past due tuition revenue and re-enroll students.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/meadow-e101","Alfredo Brillembourg","https://www.crunchbase.com/person/alfredo-brillembourg","7","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/meadow-e101","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",,,,,,","Amy Jenkins","https://www.crunchbase.com/person/amy-jenkins","Cameron McLain","https://www.crunchbase.com/person/cameron-mclain","—","","—"
"Ethermed","Health Care","Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering","Software","Philadelphia","New York","Series A","Apr 16, 2026",",,,,,,,","Artificial Intelligence (AI)","Electronic Health Record (EHR)","Health Care","Health Insurance","2,490","2,032","$1M to $10M","",",","East Coast","Northeastern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/northeastern-united-states","","","—","Active","2021","—","—","For Profit","www.ethermed.ai/","","","","","View on LinkedIn","https://www.linkedin.com/company/ethermed-ai","Sales@ethermed.ai","—","6","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/ethermed","—","Ethermed uses AI to solve Prior Authorizations for providers, payers and technology partners, a $500 billion paperwork problem tangential to every healthcare transaction. That seed enables us to stitch together adversarial players and the siloed data ecosystem, to automate public health interventions across the entire spectrum of care and SDOH. Ethermed’s SaaS platform eliminates the healthcare barriers between payers and providers. Our unique algorithm works within existing technology by scanning clinical and non-clinical data and automatically pre-filling and submitting prior authorizations. Ethermed automatically handles authorizations with no human involvement; removes increasing volumes of administrative overhead, and frees up staff to focus on care and revenue priorities - liberating UM teams from hours of clerical work so they can focus on what matters most- patient care.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/ethermed","Daniel Friedmann","https://www.crunchbase.com/person/daniel-friedmann-2","1","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/ethermed","Hospital","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/hospital-650c","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000","","","","","","—","—","—"
"Scalvy","Manufacturing","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","Transportation","Austin","Texas","Series A","Mar 26, 2026",",,,,","Data Center","Electronic Design Automation (EDA)","Energy Storage","Industrial","2,500","2,042","—","","","Southern US","","","","","—","Active","2022","—","—","For Profit","www.scalvy.com/","","","","","View on LinkedIn","https://www.linkedin.com/company/scalvy/","info@scalvy.com","—","13","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/scalvy","—","Scalvy is a distributed power delivery company that develops modular power electronics and energy systems that enable distributed power delivery for applications such as data centers, energy storage, and electric mobility. The company replaces traditional centralized power architectures with a distributed system of “power neurons,” which convert and manage electricity closer to the point of use, improving efficiency, scalability, and system reliability. Its platform is built on software-defined, modular components that can be scaled across different power levels and use cases, allowing flexible deployment in high-demand environments. These systems support high-voltage output ranges and deliver high power density while reducing the physical footprint and complexity of conventional power infrastructure.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/scalvy","Amr Ibrahem","https://www.crunchbase.com/person/amr-ibrahem","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/scalvy","Transportation","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/transportation","",",","Mohamed Badawy","https://www.crunchbase.com/person/mohamed-badawy-d5df","","","—","—","—"
"nue.io","","","","","San Francisco","California","Series A","Jan 28, 2025",",,,,","B2B","Enterprise Software","FinTech","SaaS","2,507","2,049","$10M to $50M","Women Founded",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","94401","Active","Apr 18, 2019","—","—","For Profit","www.nue.io/","View on Twitter","https://x.com/nue_io","View on Facebook","https://www.facebook.com/nue.io/","View on LinkedIn","https://www.linkedin.com/company/nue-io","info@nue.io","—","14","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/nue-io-5e9b","—","Nue is the leading quote-to-revenue platform, designed to help businesses of all sizes automate their sales and finance processes. With features such as automated pricing and quoting, sales enablement tools, financial reporting and analytics, and usage-based billing, Nue's platform empowers SaaS businesses to optimize their pricing and sales strategies, improve their cash flow, and reduce their operating costs.

For more information, visit Nue.io.","—","—","—","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/nue-io-5e9b","Cheng Zou","https://www.crunchbase.com/person/cheng-zou","3","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/nue-io-5e9b","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000",",,","Kate McCullough","https://www.crunchbase.com/person/kate-mccullough","Tina Kung","https://www.crunchbase.com/person/tina-kung-58aa",",","",""
"Terrestrial Bio","","","","","Cambridge","Massachusetts","Series C","Mar 26, 2026",",,","Biotechnology","Health Care","Medical","","2,510","2,051","$10M to $50M","Women Founded",",,","Greater Boston Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","New England","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/new-england-united-states","02139","Active","Jul 2012","—","—","For Profit","www.terrestrialbio.com/","View on Twitter","https://x.com/vaxess","View on Facebook","http://www.facebook.com/VaxessTechnologies","View on LinkedIn","http://www.linkedin.com/company/vaxess-technologies","contact@vaxess.com","614-507-9586","49","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/vaxess-technologies","—","Terrestrial Bio is developing the MIMIX™ sustained release patch technology, the easiest and most effective way to administer vaccines and therapeutics. For vaccines, the controlled release simulates the pace of a natural infection, helping the body produce a slow, strong, and enduring ramp-up of immune response, ultimately boosting a vaccine’s effectiveness. Engineered for stability, Vaxess’s patch does not require refrigeration and can be shipped to and applied in low-resource settings.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/vaxess-technologies","Fiorenzo Omenetto","https://www.crunchbase.com/person/fiorenzo-omenetto","5","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/vaxess-technologies","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000",",,,,","Kathryn Kosuda","https://www.crunchbase.com/person/kathryn-kosuda","Livio Valenti","https://www.crunchbase.com/person/livio-valenti","","",""
"Level AI","Science and Engineering","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","Mountain View","California","Series C","Jul 23, 2024",",,","Analytics","Artificial Intelligence (AI)","Information Technology","","2,521","2,061","$10M to $50M","",",,","San Francisco Bay Area","Silicon Valley","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/silicon-valley-california","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","—","Active","2019","—","—","For Profit","thelevel.ai","View on Twitter","https://x.com/TheLevelAI","","","View on LinkedIn","https://www.linkedin.com/company/level-ai","—","—","31","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/level-ai","—","Level AI is redefining how the modern customer contact center works. Leveraging conversational intelligence to provide real-time insights, empowers agents to provide the kind of help customers want at the moment they need it with the utmost efficiency. Level AI is backed by leading investors including Battery Ventures, ENIAC, and Village Global. The company is based in Mountain View, California.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/level-ai","Ashish Nagar","https://www.crunchbase.com/person/ashish-nagar","1","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/level-ai","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000","","","","","","—","—",""
"PhaseV","Science and Engineering","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","Boston","Massachusetts","Series A","May 13, 2025",",,,","Artificial Intelligence (AI)","Clinical Trials","Pharmaceutical","Therapeutics","2,526","2,065","$1M to $10M","",",,","Greater Boston Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","New England","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/new-england-united-states","02114","Active","2023","—","—","For Profit","phasevtrials.com","","","","","View on LinkedIn","https://www.linkedin.com/company/phasevtrials","info@phasevtrials.com","—","50","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/phasev","—","PhaseV offers AI-driven solutions that enhance clinical development for biopharma sponsors and contract research organizations (CROs). The company focuses on utilizing machine learning to streamline clinical operations, improving the processes of feasibility assessments and site selection. By providing data-driven insights, PhaseV helps clients make informed decisions that accelerate trial timelines. Their innovative approach aims to transform traditional methods in clinical research, contributing to more efficient and effective drug development. With a commitment to integrating technology into clinical trials, PhaseV plays a significant role in advancing the pharmaceutical industry's operational capabilities.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/phasev","Dan Goldstaub","https://www.crunchbase.com/person/dan-goldstaub","3","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/phasev","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",,","Elad Berkman","https://www.crunchbase.com/person/elad-berkman-a048","Raviv Pryluk","https://www.crunchbase.com/person/raviv-pryluk-d3a9","—","—","—"
"Xscape Photonics","Information Technology","Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering","Software","New York","New York","Series A","Mar 11, 2026",",,,,,","AI Infrastructure","Artificial Intelligence (AI)","Data Center","Information Technology","2,540","2,077","$1M to $10M","",",,","Greater New York Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","Northeastern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/northeastern-united-states","—","Active","2022","—","—","For Profit","www.xscapephotonics.com/","","","","","View on LinkedIn","https://www.linkedin.com/company/xscape-photonics-inc","info@xscapephotonics.com","646.370.3560","37","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/xscape-photonics","—","Xscape Photonics provides photonic chips for high-speed connections in high-performance computing systems and data centers. The company uses photonics to realize scalable, high-bandwidth, energy-sustainable, and cost-effective solutions that enable the next generation of AI, ML, and simulation hardware.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/xscape-photonics","Alexander Gaeta","https://www.crunchbase.com/person/alexander-gaeta-9e31","3","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/xscape-photonics","Semiconductor","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/semiconductor","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",,","Vivek Raghunathan","https://www.crunchbase.com/person/vivek-raghunathan-9a8d","Yoshi Okawachi","https://www.crunchbase.com/person/yoshi-okawachi","—","—","—"
"Ownwell","","","","","Austin","Texas","Series B","Feb 19, 2026",",,,,","Commercial Real Estate","Home Services","Personal Finance","Real Estate","2,546","2,082","$1M to $10M","","","Southern US","","","","","78701","Active","2020","—","—","For Profit","www.ownwell.com","","","","","View on LinkedIn","https://www.linkedin.com/company/ownwell","hello@ownwell.com","512-886-2282","43","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/ownwell","—","Ownwell helps property owners reduce their real estate costs, primarily through technology that identifies overpayment of property taxes. The company streamlines the property tax appeal procedure, enabling property owners to manage their financial health. Additionally, Ownwell assists homeowners in saving money by pinpointing eligible exemptions and lowering other expenses related to homeownership, including internet bills and insurance.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/ownwell","Colton Pace","https://www.crunchbase.com/person/colton-pace","3","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/ownwell","Residential","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/residential","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",,","Frank DiZenzo","https://www.crunchbase.com/person/frank-dizenzo","Joseph Noor","https://www.crunchbase.com/person/joseph-noor","—","—","—"
"Braintrust","Science and Engineering","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","San Francisco","California","Series B","Feb 17, 2026",",,","Artificial Intelligence (AI)","Data Integration","Data Management","","2,559","2,093","—","",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","—","Active","2023","—","—","For Profit","www.braintrust.dev","View on Twitter","https://x.com/braintrust","","","View on LinkedIn","https://www.linkedin.com/company/braintrust-data","info@braintrustdata.com","—","21","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/braintrust-data","—","Braintrust is an AI-native observability startup that helps teams measure, evaluate, and improve AI models and products. It enables users to capture detailed traces of AI model behavior in production, inspect prompts and model outputs, and track performance metrics in real time to help identify issues such as drift or inaccuracies. The platform integrates evaluation workflows with observability, allowing teams to define quality criteria, run automated or human-assisted tests, and compare models or prompts systematically to guide iterative improvements.

Braintrust includes tools like a purpose-built database for storing and querying AI logs and traces, SDKs for multiple programming languages, and an automation agent that assists with tasks such as prompt optimization and dataset generation based on trace data. The platform offers customizable dashboards, alerting mechanisms, and integration with existing development workflows so teams can address regressions and adjust deployments based on real usage insights. Braintrust is designed to work with a wide range of AI frameworks and infrastructure components, enabling consistent quality checks and performance analysis throughout the lifecycle of AI features.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/braintrust-data","Ankur Goyal","https://www.crunchbase.com/person/ankur-goyal","1","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/braintrust-data","","","","","","","","","—","—",""
"Mosaic","","","","","New York","New York","Series A","Apr 7, 2026",",,","Financial Services","Professional Services","Software","","2,562","2,096","—","",",,","Greater New York Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","Northeastern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/northeastern-united-states","—","Active","—","—","—","For Profit","mosaic.pe","","","View on Facebook","https://www.facebook.com/profile.php?id=61552571056238","View on LinkedIn","https://www.linkedin.com/company/mosaic-pe","ian@mosaic.pe","1 917 499 7683","2","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/mosaic-1c88","—","—","—","—","—","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/mosaic-1c88","Ian Gutwinski","https://www.crunchbase.com/person/ian-gutwinski","1","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/mosaic-1c88","","","","","","","","","—","","—"
